city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country,continent
Ashgabat,1135,2.7,3.0,2.0,3655.0,2.0,2.0,59.0,4.0,2.0,3.0,532.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,37.9404648,58.3823487, Turkmenistan,asia
Basel,1136,2.7,4.0,3.0,4745.0,34.0,3.0,1.0,5.0,3.0,4.0,6634.0,3.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,47.5581077,7.5878261, Switzerland,europe
Praia,1137,2.7,3.0,2.0,5447.0,10.0,4.0,1.0,3.0,2.0,2.0,253.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,14.9162811,-23.5095095, Cape Verde,africa
Gori,1138,2.6,3.0,2.0,2517.0,9.0,4.0,1.0,4.0,2.0,4.0,304.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,41.9818469,44.1117811, Georgia,asia
Cali,1139,2.6,3.0,2.0,1057.0,12.0,3.0,27.0,1.0,2.0,3.0,484.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,3.4517923,-76.5324943, Colombia,south_america
Volgograd,1140,2.6,3.0,2.0,1363.0,16.0,2.0,27.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,48.7081906,44.5153353, Russia,europe
Pyongyang,1141,2.6,3.0,2.0,1891.0,0.0,3.0,27.0,4.0,2.0,4.0,108.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,39.0167979,125.7473609, North Korea,asia
Kalyan,1142,2.6,3.0,2.0,845.0,9.0,3.0,27.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,19.2716301,73.23586552517415, India,asia
Stamford CT,1143,2.6,4.0,3.0,5004.0,35.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,35.5698636,-80.9308626, United States,north_america
Multan,1144,2.6,2.0,2.0,1022.0,6.0,2.0,27.0,3.0,2.0,2.0,122.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,30.1979793,71.4724978, Pakistan,asia
Noida,1145,2.6,3.0,2.0,773.0,10.0,3.0,193.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,28.5707841,77.3271074, India,asia
Shijiazhuang,1146,2.6,3.0,2.0,1158.0,2.0,3.0,141.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,38.0429742,114.5088385, China,asia
Qiqihar,1147,2.6,3.0,2.0,1492.0,1.0,2.0,113.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,47.3523672,123.9164653, China,asia
Portsmouth,1148,2.6,4.0,3.0,5158.0,23.0,3.0,35.0,5.0,3.0,4.0,3354.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,50.8036831,-1.075614, United Kingdom,europe
Mar del Plata,1149,2.6,4.0,3.0,1086.0,15.0,4.0,35.0,3.0,4.0,4.0,1037.0,2.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,-37.9977225,-57.5482703, Argentina,south_america
Annecy,1150,2.6,3.0,3.0,3894.0,41.0,3.0,30.0,4.0,3.0,4.0,3069.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,45.8992348,6.1288847, France,europe
Allahabad,1151,2.6,3.0,2.0,732.0,8.0,2.0,354.0,4.0,3.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,25.4381302,81.8338005, India,asia
Guilin,1152,2.6,3.0,2.0,1440.0,2.0,2.0,111.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,25.2383172,110.1752245, China,asia
Guwahati,1153,2.6,3.0,2.0,1053.0,10.0,3.0,81.0,4.0,2.0,2.0,142.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,26.1805978,91.753943, India,asia
Green Bay WI,1154,2.6,3.0,3.0,5199.0,40.0,3.0,24.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,44.5126379,-88.0125794, United States,north_america
Yiwu,1155,2.6,3.0,2.0,1618.0,2.0,2.0,91.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,29.3063535,120.0702682, China,asia
Mexicali,1156,2.6,3.0,2.0,1950.0,13.0,3.0,36.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,32.6248622,-115.448325, Mexico,north_america
Ulaanbaatar,1157,2.6,3.0,2.0,987.0,8.0,3.0,59.0,3.0,3.0,3.0,307.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,47.94909925,107.0222591345664, Mongolia,asia
Huaibei,1158,2.6,3.0,2.0,1669.0,2.0,2.0,113.0,5.0,2.0,3.0,677.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,33.9566098,116.7928916, China,asia
Luxembourg,1159,2.6,4.0,3.0,4726.0,37.0,3.0,35.0,5.0,4.0,4.0,8486.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,49.8158683,6.1296751, Luxembourg,europe
Yaounde,1160,2.6,2.0,2.0,1669.0,2.0,2.0,35.0,3.0,2.0,2.0,115.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.8689867,11.5213344, Cameroon,africa
Hohhot,1161,2.6,3.0,2.0,1507.0,1.0,2.0,69.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,40.8337963,111.6730788, China,asia
Ahmedabad,1162,2.6,3.0,2.0,482.0,9.0,4.0,116.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,23.0216238,72.5797068, India,asia
Saint Helier,1163,2.6,4.0,3.0,7500.0,41.0,3.0,116.0,4.0,2.0,2.0,4329.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,49.1856637,-2.1102277, Jersey,europe
Saratov,1164,2.6,3.0,2.0,901.0,18.0,3.0,116.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,51.530018,46.034683, Russia,europe
Ludhiana,1165,2.6,3.0,3.0,624.0,10.0,3.0,102.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,30.9090157,75.851601, India,asia
Baghdad,1166,2.6,2.0,2.0,1227.0,4.0,2.0,91.0,3.0,3.0,2.0,358.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,33.3024309,44.3787992, Iraq,asia
Naples,1167,2.6,4.0,3.0,3641.0,18.0,4.0,52.0,5.0,2.0,4.0,2607.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,40.8359336,14.2487826, Italy,europe
Xiangyang,1168,2.6,3.0,2.0,1209.0,2.0,2.0,104.0,5.0,2.0,3.0,677.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,32.010998,112.1163785, China,asia
Weihai,1169,2.6,3.0,2.0,1601.0,1.0,2.0,86.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,37.5120997,122.1152599, China,asia
Nottingham,1170,2.6,4.0,4.0,4969.0,26.0,3.0,34.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,52.9534193,-1.1496461, United Kingdom,europe
Pune,1171,2.6,3.0,3.0,711.0,10.0,3.0,53.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,18.521428,73.8544541, India,asia
Bahawalpur,1172,2.6,2.0,2.0,645.0,4.0,2.0,53.0,3.0,2.0,2.0,122.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,29.394644,71.6638747, Pakistan,asia
Cody WY,1173,2.6,3.0,3.0,5351.0,36.0,3.0,14.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,41.9438829,-72.6491281, United States,north_america
Ashland OR,1174,2.6,3.0,3.0,4969.0,35.0,3.0,27.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,42.1972487,-122.7153995, United States,north_america
Xiangtan,1175,2.6,3.0,2.0,1229.0,1.0,2.0,114.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,27.8328352,112.9388078, China,asia
Jamestown,1176,2.6,3.0,4.0,6201.0,0.0,2.0,114.0,5.0,3.0,3.0,0.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,37.2104434,-76.7738928, United States,north_america
Ithaca NY,1177,2.6,3.0,3.0,5381.0,34.0,3.0,114.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,42.4396039,-76.4968019, United States,north_america
Brighton,1178,2.6,4.0,4.0,5107.0,26.0,3.0,36.0,5.0,5.0,4.0,3354.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,50.8214626,-0.1400561, United Kingdom,europe
Chengdu,1179,2.6,3.0,3.0,1314.0,2.0,3.0,101.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,30.6598628,104.0633717, China,asia
Road Town,1180,2.6,4.0,3.0,6117.0,6.0,3.0,101.0,3.0,4.0,3.0,2854.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,18.4257128,-64.6232227, British Virgin Islands,north_america
McLeod Ganj,1181,2.6,3.0,2.0,955.0,21.0,2.0,101.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,32.2352666,76.326238, India,asia
Taiyuan,1182,2.6,3.0,2.0,1073.0,1.0,3.0,118.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,37.870009,112.5452739, China,asia
Port Moresby,1183,2.6,2.0,2.0,2780.0,2.0,2.0,118.0,2.0,2.0,2.0,203.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,-9.4743301,147.1599504, Papua New Guinea,oceania
George Town,1184,4.1,4.0,3.0,1090.0,18.0,3.0,118.0,4.0,4.0,3.0,792.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,5.4141619,100.3287352, Malaysia,asia
Avarua,1185,2.6,3.0,3.0,3935.0,1.0,4.0,118.0,4.0,3.0,3.0,1392.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,-21.2074736,-159.7708145, Cook Islands,oceania
Wonsan,1186,2.6,3.0,2.0,1762.0,1.0,5.0,118.0,4.0,2.0,3.0,108.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,39.1723908,127.4285128, North Korea,asia
Nashua NH,1187,2.6,3.0,3.0,5810.0,34.0,3.0,14.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,42.7656251,-71.4677032, United States,north_america
Harrisonburg VA,1188,2.6,3.0,3.0,5502.0,49.0,3.0,21.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,38.4493315,-78.8688833, United States,north_america
Bridgetown,1189,2.6,3.0,2.0,4096.0,26.0,3.0,21.0,2.0,3.0,4.0,1331.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,2.0,13.0977832,-59.6184184, Barbados,north_america
Lucknow,1190,2.6,3.0,3.0,810.0,9.0,3.0,261.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,26.8381,80.9346001, India,asia
Grand Forks ND,1191,2.6,3.0,3.0,5320.0,36.0,3.0,261.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,47.9078244,-97.0592028, United States,north_america
Biarritz,1192,2.6,4.0,3.0,3995.0,27.0,3.0,29.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,43.47114375,-1.552726590666314, France,europe
Frederick MD,1193,2.6,3.0,3.0,5469.0,78.0,3.0,26.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,39.415779,-77.4127562, United States,north_america
Hamilton,1194,2.6,4.0,3.0,6516.0,20.0,3.0,34.0,3.0,4.0,4.0,8280.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,43.2560802,-79.8728583, Canada,north_america
Mosul,1195,2.6,2.0,2.0,1566.0,4.0,2.0,34.0,3.0,2.0,2.0,358.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,36.34369405,43.099715597302286, Iraq,asia
Handan,1196,2.6,3.0,2.0,1175.0,2.0,2.0,139.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,36.583333,114.483333, China,asia
Oxnard CA,1197,2.6,4.0,3.0,8843.0,65.0,4.0,38.0,4.0,2.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,34.1976308,-119.1803818, United States,north_america
Meerut,1199,2.6,3.0,3.0,1252.0,9.0,3.0,189.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,29.00065255,77.76822875372174, India,asia
Xi An,1200,2.6,3.0,2.0,0.0,2.0,3.0,92.0,5.0,2.0,3.0,677.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,34.3430507,108.9350839, China,asia
Surat,1201,2.6,3.0,3.0,923.0,10.0,4.0,172.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,45.9383,3.2553, France,europe
Ube,1202,2.6,4.0,3.0,3009.0,26.0,3.0,40.0,5.0,3.0,4.0,3220.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,33.9516458,131.2468368, Japan,asia
Zunyi,1203,2.6,3.0,2.0,1370.0,2.0,2.0,75.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,27.7248607,107.0282756, China,asia
Basse-Terre,1204,2.6,3.0,2.0,2375.0,4.0,3.0,33.0,3.0,2.0,3.0,2123.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,16.0000778,-61.7333373, France,europe
Zhangjiagang,1205,2.6,3.0,2.0,1184.0,2.0,2.0,85.0,5.0,2.0,3.0,677.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,31.8827277,120.65746777565042, China,asia
Vadodara,1206,2.6,3.0,2.0,732.0,10.0,4.0,175.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,22.2973142,73.1942567, India,asia
Nantong,1207,2.6,3.0,2.0,1497.0,1.0,2.0,84.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,31.9827896,120.8904588, China,asia
Midland TX,1208,2.6,4.0,4.0,5066.0,38.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,32.023939549999994,-102.09648921925708, United States,north_america
Philipsburg,1209,2.6,3.0,3.0,4296.0,7.0,3.0,33.0,4.0,3.0,4.0,2363.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,18.0250713,-63.0483073, Netherlands,europe
Espoo,1210,2.6,4.0,4.0,5020.0,32.0,4.0,19.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,60.2047672,24.6568435, Finland,europe
Bhopal,1211,2.6,3.0,2.0,1061.0,9.0,4.0,80.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,23.2584857,77.401989, India,asia
Mombasa,1212,2.6,3.0,2.0,1417.0,10.0,2.0,80.0,3.0,2.0,2.0,121.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,-4.05052,39.667169, Kenya,africa
Lugano,1213,2.6,4.0,3.0,5077.0,35.0,3.0,2.0,5.0,3.0,4.0,6634.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,46.0050102,8.9520281, Switzerland,europe
Rajkot,1214,2.6,3.0,2.0,790.0,8.0,3.0,173.0,4.0,3.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,22.3053263,70.8028377, India,asia
Bamako,1215,2.6,2.0,2.0,2170.0,6.0,2.0,173.0,2.0,2.0,1.0,65.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,12.61326555,-7.984739136241295, Mali,africa
Bareilly,1216,2.5,3.0,2.0,854.0,8.0,3.0,173.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,28.457876,79.40557093743058, India,asia
Port Vila,1217,2.5,3.0,2.0,3633.0,0.0,2.0,173.0,4.0,2.0,3.0,258.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,-17.7414972,168.3150163, Vanuatu,oceania
Lianyungang,1218,2.5,3.0,2.0,1317.0,2.0,2.0,92.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,34.5978596,119.215813, China,asia
Arendal,1219,2.5,4.0,3.0,5493.0,47.0,4.0,92.0,5.0,4.0,5.0,5885.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,58.4600196,8.765288, Norway,europe
Lanzhou,1220,2.5,3.0,2.0,1904.0,1.0,2.0,92.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,36.0620781,103.8318566, China,asia
Baotou,1221,2.5,3.0,2.0,1395.0,1.0,3.0,111.0,5.0,2.0,3.0,677.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,40.6549157,109.8344586, China,asia
Bursa,1222,2.5,3.0,2.0,807.0,11.0,3.0,33.0,4.0,2.0,3.0,905.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,40.1827657,29.0677305, Turkey,asia
Menlo Park CA,1223,2.5,4.0,3.0,5842.0,60.0,3.0,36.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,37.4519671,-122.1779927, United States,north_america
Amundsen-Scott,1224,2.5,3.0,4.0,6137.0,0.0,3.0,36.0,4.0,4.0,4.0,0.0,5.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,-89.998,-139.2728,Amundsen-Scott base,Check_continent
McMurdo Station,1225,2.5,3.0,3.0,6137.0,0.0,3.0,36.0,4.0,4.0,4.0,0.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,-77.8483347,166.6683349, McMurdo Station,Check_continent
Vasai,1226,2.5,3.0,2.0,1122.0,10.0,2.0,36.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,19.43988455,72.8803834000775, India,asia
Cathedral City CA,1227,2.5,3.0,3.0,5443.0,66.0,3.0,43.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,33.822998049999995,-116.4668702427116, United States,north_america
Gulfport MS,1228,2.5,3.0,3.0,5288.0,33.0,3.0,31.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,30.3674198,-89.0928155, United States,north_america
San Pedro,1229,2.5,3.0,2.0,3190.0,12.0,5.0,31.0,1.0,3.0,3.0,395.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,5.014152,-6.940223716273168, Côte d'Ivoire,africa
Palm Desert CA,1230,2.5,3.0,3.0,5099.0,63.0,3.0,43.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,33.74079965,-116.36936983394352, United States,north_america
Kaesong,1231,2.5,3.0,2.0,1843.0,1.0,4.0,60.0,4.0,2.0,4.0,108.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,37.9716991,126.5527573, North Korea,asia
San Mateo CA,1233,2.5,4.0,3.0,5056.0,73.0,3.0,36.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,37.496904,-122.3330573, United States,north_america
Springdale AR,1234,2.5,3.0,3.0,5140.0,59.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,36.1867442,-94.1288142, United States,north_america
San Angelo TX,1235,2.5,3.0,3.0,5438.0,44.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,31.4649685,-100.4405094, United States,north_america
Kuwait City,1236,2.5,3.0,2.0,3384.0,6.0,4.0,124.0,4.0,2.0,3.0,2269.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,29.3797091,47.9735629, Kuwait,asia
Changchun,1237,2.5,3.0,2.0,1302.0,2.0,2.0,76.0,5.0,2.0,3.0,677.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,43.8130735,125.3171216, China,asia
Bangui,1238,2.5,2.0,2.0,1725.0,1.0,2.0,76.0,2.0,2.0,1.0,33.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.3907153,18.5509126, Central African Republic,africa
Aligarh,1239,2.5,3.0,3.0,1076.0,8.0,2.0,76.0,4.0,3.0,2.0,142.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,27.87698975,78.13729027600994, India,asia
Indore,1240,2.5,3.0,2.0,1176.0,10.0,4.0,196.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,22.7203616,75.8681996, India,asia
Napa CA,1241,2.5,3.0,3.0,6192.0,89.0,3.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,38.2429746,-122.2774936, United States,north_america
Chongjin,1242,2.5,2.0,2.0,2177.0,1.0,2.0,35.0,4.0,2.0,4.0,108.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,41.7836648,129.8202819, North Korea,asia
Kisangani,1243,2.5,2.0,2.0,1525.0,3.0,2.0,35.0,2.0,2.0,2.0,43.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.5184021,25.2057292, Democratic Republic of the Congo,africa
Okayama,1244,2.5,4.0,3.0,3311.0,26.0,3.0,57.0,5.0,3.0,4.0,3220.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,34.6553944,133.9194595, Japan,asia
Changshu,1245,2.5,3.0,2.0,1750.0,2.0,2.0,93.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,31.6572954,120.7480757, China,asia
